district_name,zone,year,ghi_annual,yoy_change,yoy_pct_change
Gulmi,"Western Hills",2012,1644.39,122.98,8.08
Gulmi,"Western Hills",2013,1483.55,-160.84,-9.78
Gulmi,"Western Hills",2014,1569.31,85.76,5.78
Gulmi,"Western Hills",2015,1534.77,-34.54,-2.20
Gulmi,"Western Hills",2016,1491.29,-43.48,-2.83
Gulmi,"Western Hills",2017,1517.76,26.47,1.77
Gulmi,"Western Hills",2018,1521.61,3.85,0.25
Gulmi,"Western Hills",2019,1540.03,18.42,1.21
Gulmi,"Western Hills",2020,1439.92,-100.11,-6.50
Gulmi,"Western Hills",2021,1434.21,-5.71,-0.40
Gulmi,"Western Hills",2022,1526.75,92.54,6.45
Gulmi,"Western Hills",2023,1584.53,57.78,3.78
Humla,"High Mountain",2005,1756.56,NULL,NULL
Humla,"High Mountain",2006,1759.14,2.58,0.15
Humla,"High Mountain",2007,1742.28,-16.86,-0.96
Humla,"High Mountain",2008,1729.10,-13.18,-0.76
Humla,"High Mountain",2009,1821.90,92.80,5.37
Humla,"High Mountain",2010,1761.49,-60.41,-3.32
Humla,"High Mountain",2011,1731.09,-30.40,-1.73
Humla,"High Mountain",2012,1753.24,22.15,1.28
Humla,"High Mountain",2013,1731.14,-22.10,-1.26
Humla,"High Mountain",2014,1797.87,66.73,3.85
Humla,"High Mountain",2015,1814.46,16.59,0.92
Humla,"High Mountain",2016,1741.57,-72.89,-4.02
Humla,"High Mountain",2017,1716.05,-25.52,-1.47
Humla,"High Mountain",2018,1733.66,17.61,1.03
Humla,"High Mountain",2019,1735.97,2.31,0.13
Humla,"High Mountain",2020,1749.56,13.59,0.78
Humla,"High Mountain",2021,1675.77,-73.79,-4.22
Humla,"High Mountain",2022,1740.04,64.27,3.84
Humla,"High Mountain",2023,1729.91,-10.13,-0.58
Ilam,"Eastern Hills",2005,1604.30,NULL,NULL
Ilam,"Eastern Hills",2006,1627.54,23.24,1.45
Ilam,"Eastern Hills",2007,1536.38,-91.16,-5.60
Ilam,"Eastern Hills",2008,1537.31,0.93,0.06
Ilam,"Eastern Hills",2009,1556.52,19.21,1.25
Ilam,"Eastern Hills",2010,1553.62,-2.90,-0.19
Ilam,"Eastern Hills",2011,1534.94,-18.68,-1.20
Ilam,"Eastern Hills",2012,1616.23,81.29,5.30
Ilam,"Eastern Hills",2013,1553.67,-62.56,-3.87
Ilam,"Eastern Hills",2014,1577.56,23.89,1.54
Ilam,"Eastern Hills",2015,1529.25,-48.31,-3.06
Ilam,"Eastern Hills",2016,1517.35,-11.90,-0.78
Ilam,"Eastern Hills",2017,1548.52,31.17,2.05
Ilam,"Eastern Hills",2018,1514.45,-34.07,-2.20
Ilam,"Eastern Hills",2019,1535.81,21.36,1.41
Ilam,"Eastern Hills",2020,1460.41,-75.40,-4.91
Ilam,"Eastern Hills",2021,1540.53,80.12,5.49
Ilam,"Eastern Hills",2022,1547.25,6.72,0.44
Ilam,"Eastern Hills",2023,1621.38,74.13,4.79
Jajarkot,"Mid-West Hills",2005,1776.91,NULL,NULL
Jajarkot,"Mid-West Hills",2006,1757.11,-19.80,-1.11
Jajarkot,"Mid-West Hills",2007,1682.70,-74.41,-4.23
Jajarkot,"Mid-West Hills",2008,1692.08,9.38,0.56
Jajarkot,"Mid-West Hills",2009,1821.37,129.29,7.64
Jajarkot,"Mid-West Hills",2010,1764.90,-56.47,-3.10
Jajarkot,"Mid-West Hills",2011,1704.16,-60.74,-3.44
Jajarkot,"Mid-West Hills",2012,1807.71,103.55,6.08
Jajarkot,"Mid-West Hills",2013,1642.13,-165.58,-9.16
Jajarkot,"Mid-West Hills",2014,1782.30,140.17,8.54
Jajarkot,"Mid-West Hills",2015,1718.29,-64.01,-3.59
Jajarkot,"Mid-West Hills",2016,1682.50,-35.79,-2.08
Jajarkot,"Mid-West Hills",2017,1708.66,26.16,1.55
Jajarkot,"Mid-West Hills",2018,1720.15,11.49,0.67
Jajarkot,"Mid-West Hills",2019,1689.01,-31.14,-1.81
Jajarkot,"Mid-West Hills",2020,1656.17,-32.84,-1.94
Jajarkot,"Mid-West Hills",2021,1617.44,-38.73,-2.34
Jajarkot,"Mid-West Hills",2022,1714.30,96.86,5.99
Jajarkot,"Mid-West Hills",2023,1720.12,5.82,0.34
Jhapa,"Eastern Terai",2005,1632.49,NULL,NULL
Jhapa,"Eastern Terai",2006,1679.02,46.53,2.85
Jhapa,"Eastern Terai",2007,1584.17,-94.85,-5.65
Jhapa,"Eastern Terai",2008,1585.01,0.84,0.05
Jhapa,"Eastern Terai",2009,1610.91,25.90,1.63
Jhapa,"Eastern Terai",2010,1590.66,-20.25,-1.26
Jhapa,"Eastern Terai",2011,1583.13,-7.53,-0.47
Jhapa,"Eastern Terai",2012,1663.38,80.25,5.07
Jhapa,"Eastern Terai",2013,1607.95,-55.43,-3.33
Jhapa,"Eastern Terai",2014,1624.72,16.77,1.04
Jhapa,"Eastern Terai",2015,1563.92,-60.80,-3.74
Jhapa,"Eastern Terai",2016,1568.82,4.90,0.31
Jhapa,"Eastern Terai",2017,1579.68,10.86,0.69
Jhapa,"Eastern Terai",2018,1576.70,-2.98,-0.19
Jhapa,"Eastern Terai",2019,1581.34,4.64,0.29
Jhapa,"Eastern Terai",2020,1514.14,-67.20,-4.25
Jhapa,"Eastern Terai",2021,1600.85,86.71,5.73
Jhapa,"Eastern Terai",2022,1587.10,-13.75,-0.86
Jhapa,"Eastern Terai",2023,1672.80,85.70,5.40
Jumla,"High Mountain",2005,1875.09,NULL,NULL
Jumla,"High Mountain",2006,1861.33,-13.76,-0.73
Jumla,"High Mountain",2007,1829.51,-31.82,-1.71
Jumla,"High Mountain",2008,1811.54,-17.97,-0.98
Jumla,"High Mountain",2009,1925.66,114.12,6.30
Jumla,"High Mountain",2010,1862.62,-63.04,-3.27
Jumla,"High Mountain",2011,1814.38,-48.24,-2.59
Jumla,"High Mountain",2012,1879.33,64.95,3.58
Jumla,"High Mountain",2013,1809.73,-69.60,-3.70
Jumla,"High Mountain",2014,1921.78,112.05,6.19
Jumla,"High Mountain",2015,1906.29,-15.49,-0.81
Jumla,"High Mountain",2016,1825.93,-80.36,-4.22
Jumla,"High Mountain",2017,1813.34,-12.59,-0.69
Jumla,"High Mountain",2018,1828.78,15.44,0.85
Jumla,"High Mountain",2019,1829.89,1.11,0.06
Jumla,"High Mountain",2020,1846.72,16.83,0.92
Jumla,"High Mountain",2021,1740.62,-106.10,-5.75
Jumla,"High Mountain",2022,1829.89,89.27,5.13
Jumla,"High Mountain",2023,1814.80,-15.09,-0.82
Kailali,"Far-West Terai",2005,1787.71,NULL,NULL
Kailali,"Far-West Terai",2006,1777.37,-10.34,-0.58
Kailali,"Far-West Terai",2007,1698.46,-78.91,-4.44
Kailali,"Far-West Terai",2008,1706.98,8.52,0.50
Kailali,"Far-West Terai",2009,1824.26,117.28,6.87
Kailali,"Far-West Terai",2010,1762.86,-61.40,-3.37
Kailali,"Far-West Terai",2011,1719.34,-43.52,-2.47
Kailali,"Far-West Terai",2012,1795.16,75.82,4.41
Kailali,"Far-West Terai",2013,1676.96,-118.20,-6.58
Kailali,"Far-West Terai",2014,1775.05,98.09,5.85
Kailali,"Far-West Terai",2015,1735.56,-39.49,-2.22
Kailali,"Far-West Terai",2016,1718.52,-17.04,-0.98
Kailali,"Far-West Terai",2017,1735.60,17.08,0.99
Kailali,"Far-West Terai",2018,1737.71,2.11,0.12
Kailali,"Far-West Terai",2019,1722.32,-15.39,-0.89
Kailali,"Far-West Terai",2020,1696.01,-26.31,-1.53
Kailali,"Far-West Terai",2021,1659.68,-36.33,-2.14
Kailali,"Far-West Terai",2022,1731.25,71.57,4.31
Kailali,"Far-West Terai",2023,1743.71,12.46,0.72
Kalikot,"Mid-West Hills",2005,1733.63,NULL,NULL
Kalikot,"Mid-West Hills",2006,1711.74,-21.89,-1.26
Kalikot,"Mid-West Hills",2007,1655.71,-56.03,-3.27
Kalikot,"Mid-West Hills",2008,1669.83,14.12,0.85
Kalikot,"Mid-West Hills",2009,1782.07,112.24,6.72
Kalikot,"Mid-West Hills",2010,1740.18,-41.89,-2.35
Kalikot,"Mid-West Hills",2011,1658.50,-81.68,-4.69
Kalikot,"Mid-West Hills",2012,1740.88,82.38,4.97
Kalikot,"Mid-West Hills",2013,1637.16,-103.72,-5.96
Kalikot,"Mid-West Hills",2014,1745.69,108.53,6.63
Kalikot,"Mid-West Hills",2015,1707.71,-37.98,-2.18
Kalikot,"Mid-West Hills",2016,1670.12,-37.59,-2.20
Kalikot,"Mid-West Hills",2017,1670.30,0.18,0.01
Kalikot,"Mid-West Hills",2018,1693.89,23.59,1.41
Kalikot,"Mid-West Hills",2019,1670.48,-23.41,-1.38
Kalikot,"Mid-West Hills",2020,1655.79,-14.69,-0.88
Kalikot,"Mid-West Hills",2021,1609.05,-46.74,-2.82
Kalikot,"Mid-West Hills",2022,1691.91,82.86,5.15
Kalikot,"Mid-West Hills",2023,1677.31,-14.60,-0.86
Kanchanpur,"Far-West Terai",2005,1787.94,NULL,NULL
Kanchanpur,"Far-West Terai",2006,1777.80,-10.14,-0.57
Kanchanpur,"Far-West Terai",2007,1697.14,-80.66,-4.54
Kanchanpur,"Far-West Terai",2008,1701.65,4.51,0.27
Kanchanpur,"Far-West Terai",2009,1829.89,128.24,7.54
Kanchanpur,"Far-West Terai",2010,1762.61,-67.28,-3.68
Kanchanpur,"Far-West Terai",2011,1713.27,-49.34,-2.80
Kanchanpur,"Far-West Terai",2012,1796.77,83.50,4.87
Kanchanpur,"Far-West Terai",2013,1676.85,-119.92,-6.67
Kanchanpur,"Far-West Terai",2014,1780.18,103.33,6.16
Kanchanpur,"Far-West Terai",2015,1731.29,-48.89,-2.75
Kanchanpur,"Far-West Terai",2016,1709.09,-22.20,-1.28
Kanchanpur,"Far-West Terai",2017,1735.16,26.07,1.53
Kanchanpur,"Far-West Terai",2018,1729.17,-5.99,-0.35
Kanchanpur,"Far-West Terai",2019,1736.42,7.25,0.42
Kanchanpur,"Far-West Terai",2020,1700.75,-35.67,-2.05
Kanchanpur,"Far-West Terai",2021,1671.78,-28.97,-1.70
Kanchanpur,"Far-West Terai",2022,1723.74,51.96,3.11
Kanchanpur,"Far-West Terai",2023,1749.18,25.44,1.48
Kapilvastu,"Western Terai",2005,1836.58,NULL,NULL
Kapilvastu,"Western Terai",2006,1815.76,-20.82,-1.13
Kapilvastu,"Western Terai",2007,1712.11,-103.65,-5.71
Kapilvastu,"Western Terai",2008,1732.25,20.14,1.18
Kapilvastu,"Western Terai",2009,1845.72,113.47,6.55
Kapilvastu,"Western Terai",2010,1797.73,-47.99,-2.60
Kapilvastu,"Western Terai",2011,1762.01,-35.72,-1.99
Kapilvastu,"Western Terai",2012,1861.31,99.30,5.64
Kapilvastu,"Western Terai",2013,1695.02,-166.29,-8.93
Kapilvastu,"Western Terai",2014,1771.14,76.12,4.49
Kapilvastu,"Western Terai",2015,1758.95,-12.19,-0.69
Kapilvastu,"Western Terai",2016,1715.61,-43.34,-2.46
Kapilvastu,"Western Terai",2017,1741.11,25.50,1.49
Kapilvastu,"Western Terai",2018,1772.86,31.75,1.82
Kapilvastu,"Western Terai",2019,1747.53,-25.33,-1.43
Kapilvastu,"Western Terai",2020,1659.71,-87.82,-5.03
Kapilvastu,"Western Terai",2021,1657.96,-1.75,-0.11
Kapilvastu,"Western Terai",2022,1756.47,98.51,5.94
Kapilvastu,"Western Terai",2023,1822.17,65.70,3.74
Kaski,"Western Hills",2005,1685.88,NULL,NULL
Kaski,"Western Hills",2006,1650.19,-35.69,-2.12
Kaski,"Western Hills",2007,1540.25,-109.94,-6.66
Kaski,"Western Hills",2008,1603.45,63.20,4.10
Kaski,"Western Hills",2009,1690.53,87.08,5.43
Kaski,"Western Hills",2010,1647.63,-42.90,-2.54
Kaski,"Western Hills",2011,1575.67,-71.96,-4.37
Kaski,"Western Hills",2012,1706.29,130.62,8.29
Kaski,"Western Hills",2013,1550.73,-155.56,-9.12
Kaski,"Western Hills",2014,1635.91,85.18,5.49
Kaski,"Western Hills",2015,1596.78,-39.13,-2.39
Kaski,"Western Hills",2016,1551.60,-45.18,-2.83
Kaski,"Western Hills",2017,1594.03,42.43,2.73
Kaski,"Western Hills",2018,1571.31,-22.72,-1.43
Kaski,"Western Hills",2019,1597.98,26.67,1.70
Kaski,"Western Hills",2020,1496.29,-101.69,-6.36
Kaski,"Western Hills",2021,1492.16,-4.13,-0.28
Kaski,"Western Hills",2022,1576.20,84.04,5.63
Kaski,"Western Hills",2023,1645.36,69.16,4.39
Kathmandu,"Central Hills",2005,1722.78,NULL,NULL
Kathmandu,"Central Hills",2006,1678.34,-44.44,-2.58
Kathmandu,"Central Hills",2007,1584.21,-94.13,-5.61
Kathmandu,"Central Hills",2008,1630.22,46.01,2.90
Kathmandu,"Central Hills",2009,1707.31,77.09,4.73
Kathmandu,"Central Hills",2010,1684.80,-22.51,-1.32
Kathmandu,"Central Hills",2011,1623.69,-61.11,-3.63
Kathmandu,"Central Hills",2012,1745.59,121.90,7.51
Kathmandu,"Central Hills",2013,1606.34,-139.25,-7.98
Kathmandu,"Central Hills",2014,1654.66,48.32,3.01
Kathmandu,"Central Hills",2015,1629.11,-25.55,-1.54
Kathmandu,"Central Hills",2016,1589.46,-39.65,-2.43
Kathmandu,"Central Hills",2017,1629.54,40.08,2.52
Kathmandu,"Central Hills",2018,1642.16,12.62,0.77
Kathmandu,"Central Hills",2019,1626.05,-16.11,-0.98
Kathmandu,"Central Hills",2020,1549.11,-76.94,-4.73
Kathmandu,"Central Hills",2021,1551.81,2.70,0.17
Kathmandu,"Central Hills",2022,1621.91,70.10,4.52
Kathmandu,"Central Hills",2023,1686.46,64.55,3.98
Kavrepalanchok,"Central Hills",2005,1656.78,NULL,NULL
Kavrepalanchok,"Central Hills",2006,1611.22,-45.56,-2.75
Kavrepalanchok,"Central Hills",2007,1531.63,-79.59,-4.94
Kavrepalanchok,"Central Hills",2008,1569.40,37.77,2.47
Kavrepalanchok,"Central Hills",2009,1642.73,73.33,4.67
Kavrepalanchok,"Central Hills",2010,1622.76,-19.97,-1.22
Kavrepalanchok,"Central Hills",2011,1555.44,-67.32,-4.15
Kavrepalanchok,"Central Hills",2012,1684.72,129.28,8.31
Kavrepalanchok,"Central Hills",2013,1548.26,-136.46,-8.10
Kavrepalanchok,"Central Hills",2014,1600.43,52.17,3.37
Kavrepalanchok,"Central Hills",2015,1576.14,-24.29,-1.52
Kavrepalanchok,"Central Hills",2016,1527.96,-48.18,-3.06
Kavrepalanchok,"Central Hills",2017,1567.98,40.02,2.62
Kavrepalanchok,"Central Hills",2018,1578.46,10.48,0.67
Kavrepalanchok,"Central Hills",2019,1575.66,-2.80,-0.18
Kavrepalanchok,"Central Hills",2020,1493.90,-81.76,-5.19
Kavrepalanchok,"Central Hills",2021,1492.64,-1.26,-0.08
Kavrepalanchok,"Central Hills",2022,1554.47,61.83,4.14
Kavrepalanchok,"Central Hills",2023,1619.28,64.81,4.17
Khotang,"Eastern Hills",2005,1602.45,NULL,NULL
Khotang,"Eastern Hills",2006,1578.10,-24.35,-1.52
Khotang,"Eastern Hills",2007,1489.97,-88.13,-5.58
Khotang,"Eastern Hills",2008,1529.01,39.04,2.62
Khotang,"Eastern Hills",2009,1553.21,24.20,1.58
Khotang,"Eastern Hills",2010,1538.73,-14.48,-0.93
Khotang,"Eastern Hills",2011,1512.54,-26.19,-1.70
Khotang,"Eastern Hills",2012,1611.90,99.36,6.57
Khotang,"Eastern Hills",2013,1519.86,-92.04,-5.71
Khotang,"Eastern Hills",2014,1532.04,12.18,0.80
Khotang,"Eastern Hills",2015,1493.45,-38.59,-2.52
Khotang,"Eastern Hills",2016,1477.18,-16.27,-1.09
Khotang,"Eastern Hills",2017,1496.16,18.98,1.28
Khotang,"Eastern Hills",2018,1476.93,-19.23,-1.29
Khotang,"Eastern Hills",2019,1510.78,33.85,2.29
Khotang,"Eastern Hills",2020,1417.36,-93.42,-6.18
Khotang,"Eastern Hills",2021,1490.41,73.05,5.15
Khotang,"Eastern Hills",2022,1507.28,16.87,1.13
Khotang,"Eastern Hills",2023,1584.07,76.79,5.09
Lalitpur,"Central Hills",2005,1722.26,NULL,NULL
Lalitpur,"Central Hills",2006,1677.84,-44.42,-2.58
Lalitpur,"Central Hills",2007,1583.97,-93.87,-5.59
Lalitpur,"Central Hills",2008,1629.69,45.72,2.89
Lalitpur,"Central Hills",2009,1706.78,77.09,4.73
Lalitpur,"Central Hills",2010,1684.33,-22.45,-1.32
Lalitpur,"Central Hills",2011,1622.98,-61.35,-3.64
Lalitpur,"Central Hills",2012,1745.05,122.07,7.52
Lalitpur,"Central Hills",2013,1605.88,-139.17,-7.98
Lalitpur,"Central Hills",2014,1654.01,48.13,3.00
Lalitpur,"Central Hills",2015,1628.57,-25.44,-1.54
Lalitpur,"Central Hills",2016,1589.10,-39.47,-2.42
Lalitpur,"Central Hills",2017,1628.96,39.86,2.51
Lalitpur,"Central Hills",2018,1641.67,12.71,0.78
Lalitpur,"Central Hills",2019,1625.51,-16.16,-0.98
Lalitpur,"Central Hills",2020,1548.57,-76.94,-4.73
Lalitpur,"Central Hills",2021,1551.27,2.70,0.17
Lalitpur,"Central Hills",2022,1621.57,70.30,4.53
Lalitpur,"Central Hills",2023,1685.98,64.41,3.97
Lamjung,"Western Hills",2005,1679.77,NULL,NULL
Lamjung,"Western Hills",2006,1641.03,-38.74,-2.31
Lamjung,"Western Hills",2007,1540.96,-100.07,-6.10
Lamjung,"Western Hills",2008,1601.64,60.68,3.94
Lamjung,"Western Hills",2009,1681.29,79.65,4.97
Lamjung,"Western Hills",2010,1642.00,-39.29,-2.34
Lamjung,"Western Hills",2011,1574.85,-67.15,-4.09
Lamjung,"Western Hills",2012,1695.67,120.82,7.67
Lamjung,"Western Hills",2013,1548.29,-147.38,-8.69
Lamjung,"Western Hills",2014,1630.10,81.81,5.28
Lamjung,"Western Hills",2015,1601.68,-28.42,-1.74
Lamjung,"Western Hills",2016,1554.33,-47.35,-2.96
Lamjung,"Western Hills",2017,1594.53,40.20,2.59
Lamjung,"Western Hills",2018,1568.90,-25.63,-1.61
Lamjung,"Western Hills",2019,1596.32,27.42,1.75
Lamjung,"Western Hills",2020,1496.88,-99.44,-6.23
Lamjung,"Western Hills",2021,1485.16,-11.72,-0.78
Lamjung,"Western Hills",2022,1571.54,86.38,5.82
Lamjung,"Western Hills",2023,1638.21,66.67,4.24
Mahottari,"Madhesh Terai",2005,1821.97,NULL,NULL
Mahottari,"Madhesh Terai",2006,1820.70,-1.27,-0.07
Mahottari,"Madhesh Terai",2007,1729.69,-91.01,-5.00
Mahottari,"Madhesh Terai",2008,1751.68,21.99,1.27
Mahottari,"Madhesh Terai",2009,1825.43,73.75,4.21
Mahottari,"Madhesh Terai",2010,1806.54,-18.89,-1.03
Mahottari,"Madhesh Terai",2011,1749.65,-56.89,-3.15
Mahottari,"Madhesh Terai",2012,1861.95,112.30,6.42
Mahottari,"Madhesh Terai",2013,1750.62,-111.33,-5.98
Mahottari,"Madhesh Terai",2014,1760.14,9.52,0.54
Mahottari,"Madhesh Terai",2015,1747.12,-13.02,-0.74
Mahottari,"Madhesh Terai",2016,1723.44,-23.68,-1.36
Mahottari,"Madhesh Terai",2017,1743.44,20.00,1.16
Mahottari,"Madhesh Terai",2018,1778.43,34.99,2.01
Mahottari,"Madhesh Terai",2019,1778.38,-0.05,0.00
Mahottari,"Madhesh Terai",2020,1666.48,-111.90,-6.29
Mahottari,"Madhesh Terai",2021,1709.27,42.79,2.57
Mahottari,"Madhesh Terai",2022,1777.51,68.24,3.99
Mahottari,"Madhesh Terai",2023,1829.95,52.44,2.95
Makwanpur,"Central Hills",2005,1780.99,NULL,NULL
Makwanpur,"Central Hills",2006,1756.77,-24.22,-1.36
Makwanpur,"Central Hills",2007,1655.41,-101.36,-5.77
Makwanpur,"Central Hills",2008,1697.28,41.87,2.53
Makwanpur,"Central Hills",2009,1778.81,81.53,4.80
Makwanpur,"Central Hills",2010,1752.44,-26.37,-1.48
Makwanpur,"Central Hills",2011,1688.07,-64.37,-3.67
Makwanpur,"Central Hills",2012,1811.11,123.04,7.29
Makwanpur,"Central Hills",2013,1680.12,-130.99,-7.23
Makwanpur,"Central Hills",2014,1712.01,31.89,1.90
Makwanpur,"Central Hills",2015,1704.05,-7.96,-0.46
Makwanpur,"Central Hills",2016,1664.76,-39.29,-2.31
Makwanpur,"Central Hills",2017,1690.93,26.17,1.57
Makwanpur,"Central Hills",2018,1716.93,26.00,1.54
Makwanpur,"Central Hills",2019,1704.59,-12.34,-0.72
Makwanpur,"Central Hills",2020,1615.67,-88.92,-5.22
Makwanpur,"Central Hills",2021,1624.53,8.86,0.55
Makwanpur,"Central Hills",2022,1707.51,82.98,5.11
Makwanpur,"Central Hills",2023,1767.06,59.55,3.49
Manang,"High Mountain",2005,1868.01,NULL,NULL
Manang,"High Mountain",2006,1814.80,-53.21,-2.85
Manang,"High Mountain",2007,1741.57,-73.23,-4.04
Manang,"High Mountain",2008,1783.96,42.39,2.43
Manang,"High Mountain",2009,1858.45,74.49,4.18
Manang,"High Mountain",2010,1793.26,-65.19,-3.51
Manang,"High Mountain",2011,1772.06,-21.20,-1.18
Manang,"High Mountain",2012,1866.15,94.09,5.31
Manang,"High Mountain",2013,1745.95,-120.20,-6.44
Manang,"High Mountain",2014,1842.16,96.21,5.51
Manang,"High Mountain",2015,1825.34,-16.82,-0.91
Manang,"High Mountain",2016,1737.42,-87.92,-4.82
Manang,"High Mountain",2017,1786.46,49.04,2.82
Manang,"High Mountain",2018,1783.59,-2.87,-0.16
Manang,"High Mountain",2019,1782.89,-0.70,-0.04
Manang,"High Mountain",2020,1718.96,-63.93,-3.59
Manang,"High Mountain",2021,1668.51,-50.45,-2.93
Manang,"High Mountain",2022,1741.56,73.05,4.38
Manang,"High Mountain",2023,1807.94,66.38,3.81
Morang,"Eastern Terai",2005,1669.54,NULL,NULL
Morang,"Eastern Terai",2006,1704.02,34.48,2.07
Morang,"Eastern Terai",2007,1615.38,-88.64,-5.20
Morang,"Eastern Terai",2008,1619.13,3.75,0.23
Morang,"Eastern Terai",2009,1653.18,34.05,2.10
Morang,"Eastern Terai",2010,1637.50,-15.68,-0.95
Morang,"Eastern Terai",2011,1615.47,-22.03,-1.35
Morang,"Eastern Terai",2012,1706.02,90.55,5.61
Morang,"Eastern Terai",2013,1633.63,-72.39,-4.24
Morang,"Eastern Terai",2014,1653.23,19.60,1.20
Morang,"Eastern Terai",2015,1594.07,-59.16,-3.58
Morang,"Eastern Terai",2016,1603.75,9.68,0.61
Morang,"Eastern Terai",2017,1611.09,7.34,0.46
Morang,"Eastern Terai",2018,1613.12,2.03,0.13
Morang,"Eastern Terai",2019,1619.66,6.54,0.41
Morang,"Eastern Terai",2020,1537.03,-82.63,-5.10
Morang,"Eastern Terai",2021,1627.29,90.26,5.87
Morang,"Eastern Terai",2022,1627.33,0.04,0.00
Morang,"Eastern Terai",2023,1703.22,75.89,4.66
Mugu,"High Mountain",2005,1730.43,NULL,NULL
Mugu,"High Mountain",2006,1714.95,-15.48,-0.89
Mugu,"High Mountain",2007,1678.65,-36.30,-2.12
Mugu,"High Mountain",2008,1676.26,-2.39,-0.14
Mugu,"High Mountain",2009,1774.26,98.00,5.85
Mugu,"High Mountain",2010,1679.53,-94.73,-5.34
Mugu,"High Mountain",2011,1671.57,-7.96,-0.47
Mugu,"High Mountain",2012,1727.04,55.47,3.32
Mugu,"High Mountain",2013,1671.71,-55.33,-3.20
Mugu,"High Mountain",2014,1772.54,100.83,6.03
Mugu,"High Mountain",2015,1755.48,-17.06,-0.96
Mugu,"High Mountain",2016,1677.01,-78.47,-4.47
Mugu,"High Mountain",2017,1675.52,-1.49,-0.09
Mugu,"High Mountain",2018,1677.92,2.40,0.14
Mugu,"High Mountain",2019,1706.24,28.32,1.69
Mugu,"High Mountain",2020,1722.93,16.69,0.98
Mugu,"High Mountain",2021,1644.97,-77.96,-4.52
Mugu,"High Mountain",2022,1666.64,21.67,1.32
Mugu,"High Mountain",2023,1702.98,36.34,2.18
Mustang,"High Mountain",2005,2075.09,NULL,NULL
Mustang,"High Mountain",2006,2020.02,-55.07,-2.65
Mustang,"High Mountain",2007,1965.49,-54.53,-2.70
Mustang,"High Mountain",2008,1982.03,16.54,0.84
Mustang,"High Mountain",2009,2075.57,93.54,4.72
Mustang,"High Mountain",2010,2004.43,-71.14,-3.43
Mustang,"High Mountain",2011,1980.23,-24.20,-1.21
Mustang,"High Mountain",2012,2058.25,78.02,3.94
Mustang,"High Mountain",2013,1962.24,-96.01,-4.66
Mustang,"High Mountain",2014,2061.37,99.13,5.05
Mustang,"High Mountain",2015,2056.84,-4.53,-0.22
Mustang,"High Mountain",2016,1945.24,-111.60,-5.43
Mustang,"High Mountain",2017,1990.23,44.99,2.31
Mustang,"High Mountain",2018,1969.10,-21.13,-1.06
Mustang,"High Mountain",2019,2010.30,41.20,2.09
Mustang,"High Mountain",2020,1963.14,-47.16,-2.35
Mustang,"High Mountain",2021,1903.43,-59.71,-3.04
Mustang,"High Mountain",2022,1966.86,63.43,3.33
Mustang,"High Mountain",2023,2007.31,40.45,2.06
Myagdi,"Western Hills",2005,1543.52,NULL,NULL
Myagdi,"Western Hills",2006,1527.32,-16.20,-1.05
Myagdi,"Western Hills",2007,1432.43,-94.89,-6.21
Myagdi,"Western Hills",2008,1470.35,37.92,2.65
Myagdi,"Western Hills",2009,1558.87,88.52,6.02
Myagdi,"Western Hills",2010,1510.03,-48.84,-3.13
Myagdi,"Western Hills",2011,1439.29,-70.74,-4.68
Myagdi,"Western Hills",2012,1561.57,122.28,8.50
Myagdi,"Western Hills",2013,1425.17,-136.40,-8.73
Myagdi,"Western Hills",2014,1506.69,81.52,5.72
Myagdi,"Western Hills",2015,1471.84,-34.85,-2.31
Myagdi,"Western Hills",2016,1422.93,-48.91,-3.32
Myagdi,"Western Hills",2017,1462.58,39.65,2.79
Myagdi,"Western Hills",2018,1445.18,-17.40,-1.19
Myagdi,"Western Hills",2019,1464.15,18.97,1.31
Myagdi,"Western Hills",2020,1381.55,-82.60,-5.64
Myagdi,"Western Hills",2021,1364.97,-16.58,-1.20
Myagdi,"Western Hills",2022,1454.47,89.50,6.56
Myagdi,"Western Hills",2023,1496.20,41.73,2.87
Nawalpur,"Inner Terai",2005,1751.60,NULL,NULL
Nawalpur,"Inner Terai",2006,1723.85,-27.75,-1.58
Nawalpur,"Inner Terai",2007,1599.58,-124.27,-7.21
Nawalpur,"Inner Terai",2008,1660.77,61.19,3.83
Nawalpur,"Inner Terai",2009,1752.48,91.71,5.52
Nawalpur,"Inner Terai",2010,1716.27,-36.21,-2.07
Nawalpur,"Inner Terai",2011,1652.91,-63.36,-3.69
Nawalpur,"Inner Terai",2012,1787.63,134.72,8.15
Nawalpur,"Inner Terai",2013,1626.97,-160.66,-8.99
Nawalpur,"Inner Terai",2014,1686.42,59.45,3.65
Nawalpur,"Inner Terai",2015,1658.26,-28.16,-1.67
Nawalpur,"Inner Terai",2016,1630.55,-27.71,-1.67
Nawalpur,"Inner Terai",2017,1653.53,22.98,1.41
Nawalpur,"Inner Terai",2018,1670.32,16.79,1.02
Nawalpur,"Inner Terai",2019,1671.82,1.50,0.09
Nawalpur,"Inner Terai",2020,1565.99,-105.83,-6.33
Nawalpur,"Inner Terai",2021,1575.96,9.97,0.64
Nawalpur,"Inner Terai",2022,1665.01,89.05,5.65
Nawalpur,"Inner Terai",2023,1735.78,70.77,4.25
Nuwakot,"Central Hills",2005,1712.21,NULL,NULL
Nuwakot,"Central Hills",2006,1662.30,-49.91,-2.91
